"","X","nid_id","lat","lon","river","purpose","yr_comp","res_age","hydr_hght","max_dis","max_stor","norm_stor","surf_area_km2","res_perim_km","sdi","mean_depth","mean_max_depth_ratio","mean_q","drain_area_km2","catch_surf_area_ratio","rel_depth_perc","lake_vol_m3","elev","reach_code","e2rf1","mean_v","strahler","water","wetlands","urb_grass","lo_urb_dev","hi_urb_dev","industry","for_dec","for_ever","for_mixed","shrub","grass","pasture","crops","orchards","barren","tn_bg_kg_km2_yr","tp_bg_kg_km2_yr","tn_bg_kg_km2_yr_atom","tn_kg_km2_yr","tp_kg_km2_yr","tn_point","tp_point","tn_fert","tp_fert","tn_ag_anml","tp_ag_anml","tn_forest","tp_forest","tn_barren","tp_barren","tn_shrub","tp_shrub","tn_grass","tp_grass","tn_frac","tp_frac","WinT_rcp85","WintT_abs","WinT_hist","SumT_hist","SumT_rcp85","SumT_abs","US_L3CODE","US_L3NAME","Histprecip","RCP85precip","ABSprecip","RESID","STATE","RESINFO","RESNAME1","LONGITUDE","LATITUDE","CLUSID","SHALLOW","MUDFLAT","BKWATER","CONN_BW","CONN_TR","N_STRUC","SHAL_LZ","DIST_RZ","X_NUTRI","ALGAE","SEDIMEN","SHOREER","NOCOVES","SHOREHO","SUBSTHO","X_MACRO","N_MACRO","NN_PLNT","NN_ANIM","DEEP_LZ","N_SHADE","N_ALLOC","WS_AGRI","WS_ANIM","WS_LOGS","WS_MINE","WS_URBN","N_NUTRI","IN_TURB","OR_TURB","VAR_TUR","VAR_DO2","O_STRAT","HI_TEMP","LO_TEMP","T_STRAT","DESTRAT","THERMAL","CONTAMN","POLL_PS","POLLNPS","HYDROGR","RESIDUP","LOWRETE","LOWSTOR","WL_SEAS","WL_DROP","WL_LONG","WLSHORT","WL_FAST","DIST_UP","DIST_AD","SS","PreySS","PredSS","PPratio","ExoticSS","Richness","Evenness","NatStock","Nnatstock","IntrodUndes","Fishkills","FishPres","CatchRate","FishSize","CatchVar","AnglerSatis","FreqTourn","RatioFishing","SPP1comp","LargeFish","StockedFish","PopDen","SizeStruc","Condition","GRate","NatMort","R_age1","R_adult","CRA","BAS","PIK","PER","CAT","SUN","MOR","TRT","SAL","distance"
"847",2933,"PA00306",41.31833,-75.21,"EAST BR WALLENPAUPACK CREEK","R",1959,56,NA,NA,4140,1085,1.011715,NA,NA,16.55996198,NA,NA,27.453894,27.136,0.444724283,1338325.8,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.74,4.79,-2.04,18.62,23.66,5.04,62,"North Central Appalachians",1143.26,1246.56,103.3,"PA87","PA",87,"Promised Land Lake",-75.20972,41.31805,"NAP                2",2,2,2,2,1,5,3,2,1,0,2,1,2,2,2,1,5,1,1,1,2,3,1,0,1,1,2,4,3,3,2,0,3,1,1,4,1,0,1,1,2,0,1,1,1,1,0,0,0,0,1,1,3,2,3,2,1,2,2,1,1,1,1,4,3,4,3,3,2,4,3,3,1,4,4,4,3,3,3,3,0,0,0,1,0,0,0,0,0,0.0389440929491639
"848",2934,"PA00308",41.31833,-75.21,"EAST BR WALLENPAUPACK CREEK","R",1919,96,NA,NA,5048,2554,1.77252468,16.28195322,3.449890005,11.5250877,NA,NA,17.093934,9.643835616,0.233834559,3150307.92,1727,2.04e+12,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.74,4.79,-2.04,18.62,23.66,5.04,62,"North Central Appalachians",1143.26,1246.56,103.3,"PA63","PA",63,"Lower Lake",-75.23528,41.31333,"NAP                2",4,4,1,1,3,5,4,1,1,1,4,1,2,4,4,5,1,2,2,4,1.564668121,2,0,0,1,1,1,5,2,4,1,2,3,2,1,3,2,1,1,1,2,0,5,1,2,1,1,1,2,1,1,1,2,3,2,3,1,3,2,1,4,1,1,3,3,3,4,3,2,3,2,3,1,3,4,3,3,3,3,3,1,0,0,0,0,0,0,0,0,2.18837803028607
"849",2934,"PA00308",41.31833,-75.21,"EAST BR WALLENPAUPACK CREEK","R",1919,96,NA,NA,5048,2554,1.77252468,16.28195322,3.449890005,11.5250877,NA,NA,17.093934,9.643835616,0.233834559,3150307.92,1727,2.04e+12,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.74,4.79,-2.04,18.62,23.66,5.04,62,"North Central Appalachians",1143.26,1246.56,103.3,"PA87","PA",87,"Promised Land Lake",-75.20972,41.31805,"NAP                2",2,2,2,2,1,5,3,2,1,0,2,1,2,2,2,1,5,1,1,1,2,3,1,0,1,1,2,4,3,3,2,0,3,1,1,4,1,0,1,1,2,0,1,1,1,1,0,0,0,0,1,1,3,2,3,2,1,2,2,1,1,1,1,4,3,4,3,3,2,4,3,3,1,4,4,4,3,3,3,3,0,0,0,1,0,0,0,0,0,0.0389440929491639
"850",2935,"PA00335",40.08833,-76.87167,"BEAVER CREEK","R",1959,56,NA,NA,8000,2800,1.38402612,14.50991646,3.479266216,23.39175917,NA,NA,45.324825,32.74853801,0.53709529,3453744,143.3,2.05e+12,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.19,4.48,2.71,22.91,27.93,5.02,64,"Northern Piedmont",1169.27,1267.91,98.64,"PA82","PA",82,"Conewago Lake",-76.87055,40.09083,"SAP                4",1,1,1,1,1,3,1,1,3,3,2,2,2,1,1,4,1,3,4,1,1,1,3,2,1,1,3,1,2,3,3,3,3,1,1,3,1,1,1,1,3,1,1,1,1,1,1,1,1,1,2,1,4,5,3,5,4,4,3,3,4,3,3,3,3,4,3,3,3,3,2,3,1,3,4,4,4,3,3,3,0,1,0,0,0,0,0,0,0,0.293564322064796
"851",2936,"PA00339",39.89695,-76.71389,"EAST BRANCH CODORUS CREEK","S",1967,48,NA,NA,9475,5524,1.1735894,11.25711852,2.931325462,32.67233879,NA,51.9796,103.5996,88.27586207,0.814671902,6813743.52,NA,2.05e+12,3414,0.74,1,1.9,0.4,0,2,0.1,0.3,26.3,2.3,2.3,0,0,50.2,14.2,0,0,79,22,142,1008,56,24,32,32,19,15,43,4,5,0,0,0,0,0,0,0.75106,0.31742,7.54,4.43,3.1,22.95,27.95,4.99,64,"Northern Piedmont",1169.27,1267.91,98.64,"PA58","PA",58,"Lake Redman",-76.71389,39.89695,"SAP                4",1,1,1,0,1,2,1,3,4,4,3,1,5,1,4,0,5,1,1,1,5,0,4,3,1,0,1,0,1,0,1,1,5,2,0,5,0,0,0,0,4,0,0,1,0,0,0,0,0,0,5,3,3,3,3,3,4,3,3,3,3,1,1,3,3,3,3,3,1,4,1,2,1,3,4,4,4,3,3,3,0,1,0,0,0,0,0,0,0,0
"852",2946,"PA00576",41.265,-76.04945,"PIKES CREEK","S",1911,104,NA,NA,10556,8823,1.618744,12.78502659,2.834702201,26.38993942,NA,NA,27.194895,16.8,0.56028618,10882994.04,322.8,2.05e+12,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.7,4.78,-0.07,20.62,25.73,5.11,60,"Northern Allegheny Plateau",1056.7,1156.05,99.35,"PA81","PA",81,"Pikes Creek Reservoir",-76.04945,41.265,"NAP                1",1,1,1,1,1,2,1,1,1,3,1,1,1,1,1,1,3,1,0,3,1,1,2,1,2,0,2,3,1,1,1,1,3,1,1,3,2,1,1,1,1,1,1,1,1,2,1,1,1,2,2,1,2,2,2,3,1,2,3,1,1,1,5,2,3,3,3,3,1,5,2,3,1,2,4,4,3,3,3,3,0,0,0,1,0,0,0,0,0,0
"853",2948,"PA00605",40.84667,-75.79166,"MAUCH CHUNK CREEK","CRS",1971,44,NA,NA,8300,4169,1.2949952,9.784975881,2.425607749,25.93744046,NA,NA,15.4104405,11.9,0.615678008,5142378.12,NA,2.04e+12,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.32,4.64,0.68,21.19,26.22,5.03,67,"Ridge and Valley",1175.45,1253.37,77.91,"PA67","PA",67,"Mauch Chunk Lake",-75.79583,40.84417,"SAP                1",1,3,1,1,1,3,1,2,1,1,2,1,2,1,1,1,2,1,1,1,3,2,1,1,2,1,2,4,2,2,1,1,3,0,0,4,0,0,1,1,2,0,0,1,1,0,0,0,1,0,1,1,3,2,3,2,1,2,2,1,5,1,1,4,4,3,3,4,3,5,4,3,1,4,4,3,3,3,3,3,0,1,0,0,0,0,0,0,0,0.448043706885814
"854",2953,"PA00626",40.05667,-75.71833,"MARSH CREEK","RSC",1973,42,NA,NA,24000,6380,2.1650701,18.05924011,3.462249667,44.8597101,NA,NA,51.7998,23.92523364,0.823533148,7869602.4,359,2.04e+12,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.04,4.4,2.63,22.92,27.78,4.86,64,"Northern Piedmont",1169.27,1267.91,98.64,"PA66","PA",66,"Marsh Creek Lake",-75.71833,40.05667,"SAP                1",1,1,0,0,0,2,1,0,1,0,2,1,2,1,1,1,0,2,0,2,2,1,1,1,0,0,2,0,0,0,0,0,5,0,0,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,1,5,4,5,4,1,3,4,3,3,1,1,5,4,4,2,4,4,2,2,1,1,5,4,4,4,3,2,3,0,1,0,0,0,0,0,0,0,0
"855",2955,"PA00709",40.44695,-75.93083,"MAIDEN CREEK","S",1935,80,NA,NA,22788,11900,4.19659382,29.15463396,4.014708485,21.97487723,NA,493.306,497.27808,118.4956606,0.289760106,14678412,NA,2.04e+12,2902,1.79,1,1.3,0.6,0.2,1,0.2,0.6,33.3,2.6,2.9,0,0,42.1,15.1,0,0.1,117,17,189,1214,82,13,17,37,27,20,50,5,6,0,0,0,0,0,0,0.88684,0.74911,6.8,4.54,2.26,22.69,27.68,4.99,67,"Ridge and Valley",1175.45,1253.37,77.91,"PA57","PA",57,"Lake Ontelaunee",-75.93083,40.44695,"SAP                4",4,5,0,0,0,4,4,1,5,4,5,0,4,1,2,4,0,5,3,1,1,0,5,2,1,1,3,0,2,0,1,2,5,1,0,5,0,0,1,2,5,0,0,0,0,0,1,0,0,0,5,4,5,5,4,4,5,4,2,1,1,4,1,4,3,4,4,2,1,4,2,3,1,3,4,3,5,3,3,3,1,0,0,0,0,0,0,0,0,0
"856",2956,"PA00731",40.26639,-76.23778,"MIDDLE CREEK","R",1971,44,NA,NA,3030,1300,1.4771039,7.758789805,1.800874113,8.301350806,NA,NA,19.165926,12.97534247,0.184503177,1603524,NA,2.05e+12,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.94,4.51,2.43,22.7,27.7,5,64,"Northern Piedmont",1169.27,1267.91,98.64,"PA69","PA",69,"Middle Creek Wildlife Management Area",-76.23778,40.26639,"SAP                4",5,5,0,0,0,4,4,0,5,4,3,0,2,1,3,0,3,0,0,0,5,1,4,1,0,0,0,0,3,0,2,5,2,4,0,2,0,0,0,0,5,0,0,1,4,0,0,0,0,0,4,1,3,2,2,3,4,2,2,1,1,1,1,1,3,2,1,1,1,1,2,1,1,4,2,2,3,3,4,4,1,0,0,0,0,0,0,0,0,0
"857",2957,"PA00734",40.47,-75.18833,"TOHICKON CREEK","R",1973,42,NA,NA,71000,40000,5.867947,37.32030381,4.346072535,48.96540483,NA,206.846,189.846267,32.35310345,0.546017876,49339200,395,2.04e+12,2855,1.31,1,3.2,2.4,0,1.9,0.5,1,50,2.3,4.7,0,0,27,7,0,0.1,100,30,165,869,41,32,47,22,20,4,14,10,19,0,0,0,0,0,0,0.8646,0.54338,6.76,4.51,2.25,22.53,27.4,4.87,64,"Northern Piedmont",1169.27,1267.91,98.64,"PA76","PA",76,"Lake Nockamixon",-75.18584,40.46972,"SAP                4",1,1,1,0,0,2,4,1,4,1,2,1,3,0,1,3,0,5,0,1,0,0,1,2,0,0,4,0,0,0,0,1,5,1,0,5,0,0,1,5,5,4,0,0,0,0,0,0,0,0,4,2,3,5,3,3,4,4,2,4,4,5,4,3,3,3,2,3,4,2,1,2,1,2,4,4,4,3,2,3,0,1,0,0,0,0,0,0,0,0.213442909815539
"858",2959,"PA00740",40.18361,-78.94167,"QUEMAHONING CREEK","S",1912,103,NA,NA,57933,37000,3.4195967,18.0353535,2.751262986,68.55960592,NA,158.733,246.04905,71.95266272,1.001478133,45638760,1625,5.01e+12,12047,1.18,1,1.7,0.1,0,0.8,0,0.9,50.3,1.8,4.4,0,0,32,5.7,0,2.3,135,17,223,806,41,10,15,18,23,18,47,10,16,2,0,0,0,0,0,0.66227,0.3721,4.07,4.45,-0.37,19.48,24.6,5.12,69,"Central Appalachians",1225.78,1305.03,79.25,"PA90","PA",90,"Quemahoning Reservoir",-78.9425,40.18222,"SAP                1",0,1,1,1,1,3,1,1,1,1,2,2,3,1,1,1,3,1,1,4,1,3,1,1,1,4,1,4,1,1,1,1,1,1,1,1,1,1,1,1,4,1,2,1,1,1,1,1,1,1,3,1,1,2,2,2,1,2,2,3,1,1,1,4,2,2,3,3,2,4,2,2,1,4,4,3,2,3,3,3,0,1,0,0,0,0,0,0,0,0.169760071673121
"859",2966,"PA00790",40.31667,-75.205,"NESHAMINY CREEK","CSR",1973,42,NA,NA,17132,6539,1.4771039,8.863105945,2.057194286,46.93687855,NA,375.719,40.921842,27.70410959,1.043204099,8065725.72,322,2.04e+12,2875,1.63,1,1.3,0.9,2.1,22,1.9,5,25.8,1.2,7,0,0,25,7,0,0.7,87,31,142,1942,194,69,78,11,11,2,6,3,5,0,0,0,0,0,0,0.93954,0.95656,7.11,4.46,2.65,22.89,27.73,4.84,64,"Northern Piedmont",1169.27,1267.91,98.64,"PA78","PA",78,"Lake Galena",-75.20417,40.31667,"SAP                4",3,0,4,0,0,5,5,3,4,2,2,1,4,1,0,0,5,2,1,1,3,0,2,2,0,0,3,0,4,0,2,2,5,2,0,5,0,0,1,0,3,1,0,2,0,1,3,0,0,0,3,1,5,4,3,2,5,4,1,3,2,4,1,1,2,3,3,1,1,1,1,3,1,2,5,4,4,3,1,3,0,1,0,0,0,0,0,0,0,0.0705484083679144
"860",2970,"PA00805",40.31972,-78.66111,"BEAVERDAM RUN","S",1975,40,NA,NA,12200,7700,1.4568696,8.862401983,2.071266569,33.88881109,NA,NA,16.834935,11.55555556,0.758414444,9497796,NA,5.01e+12,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.17,4.49,-0.32,19.86,24.99,5.13,69,"Central Appalachians",1225.78,1305.03,79.25,"PA13","PA",13,"Beaverdam Run Reservoir",-78.66111,40.31972,"SAP                1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,4,1.044619484,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,2,3,1,1,1,1,2,2,2,3,3,1,4,1,1,1,3,3,2,2,3,3,3,0,1,0,0,0,0,0,0,0,0
"861",2972,"PA00832",40.03167,-78.62,"TR RAYSTOWN BR JUNIATA RIVER","CR",1950,65,NA,NA,25250,3750,1.821087,NA,NA,56.1109823,NA,NA,97.124625,53.33333333,1.123163878,4625550,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.31,4.41,0.89,20.93,26.03,5.11,67,"Ridge and Valley",1175.45,1253.37,77.91,"PA94","PA",94,"Shawnee Lake",-78.62,40.03167,"SAP                4",1,1,1,1,2,3,1,2,5,3,3,2,1,1,2,0,5,2,1,1,1,1,4,4,2,2,1,0,3,5,2,3,2,1,1,2,1,1,1,1,5,1,0,1,1,1,4,2,1,1,5,1,3,5,1,5,5,4,3,4,3,4,3,2,1,3,3,1,3,3,1,1,1,2,2,4,4,4,2,2,0,1,0,0,0,0,0,0,0,0
"862",2975,"PA00869",39.81,-76.88167,"WEST BRANCH CODORUS CREEK","SR",1967,48,NA,NA,53100,48500,5.1597465,37.69476583,4.681249173,41.64696322,NA,103.482,60.087768,11.6454902,0.495256016,59823780,NA,2.05e+12,3411,0.99,1,2.6,1.1,0,2,0.1,0.7,22.2,2.2,2.1,0,0,54.7,11.8,0,0.4,72,23,130,895,40,29,35,30,19,15,42,3,4,0,0,0,0,0,0,0.71323,0.2202,7.45,4.42,3.03,22.89,27.89,5,64,"Northern Piedmont",1169.27,1267.91,98.64,"PA56","PA",56,"Lake Marburg",-76.88167,39.81,"SAP                1",0,0,0,0,1,2,0,1,1,0,1,1,1,2,1,1,0,1,0,3,3,3,2,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,1,0,4,4,4,4,1,4,1,3,5,5,1,5,3,4,3,2,3,3,1,2,1,4,3,3,4,3,3,3,0,1,0,0,0,0,0,0,0,0
"863",2976,"PA00887",41.58833,-75.925,"BILLINGS MILL BROOK","R",1876,139,NA,NA,4810,3781,1.06432418,NA,NA,18.2889314,NA,NA,18.12993,17.03422053,0.478863758,4663787.88,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.88,4.88,0,20.68,25.82,5.14,60,"Northern Allegheny Plateau",1056.7,1156.05,99.35,"PA51","PA",51,"Lake Carey",-75.925,41.58833,"NAP                2",2,2,2,1,2,2,2,5,3,3,3,2,2,4,4,2,0,2,0,0,1,1,4,4,1,0,4,1,2,1,1,3,3,1,0,3,2,2,1,1,4,0,1,2,1,1,1,1,1,1,3,2,3,3,3,3,1,2,3,1,3,1,1,3,3,3,3,3,2,2,2,3,1,3,4,3,3,3,3,3,0,0,0,1,0,0,0,0,0,0
"864",2980,"PA00912",40.69833,-78.53722,"BEAVERDAM RUN","CR",1960,55,NA,NA,68000,25300,6.474976,18.89723312,2.094951776,42.49990243,NA,NA,108.520581,16.76,0.451158823,31207044,NA,5.03e+12,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.44,4.58,-0.14,20.15,25.3,5.15,69,"Central Appalachians",1225.78,1305.03,79.25,"PA37","PA",37,"Glendale Lake",-78.535,40.69695,"SAP                1",1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,4,3,3,3,2,4,3,2,3,3,2,4,3,3,3,3,4,4,2,2,1,4,2,3,3,3,3,3,0,1,0,0,0,0,0,0,0,0.242259879688543
"865",2982,"PA00921",40.3797,-76.02872,"TULPEHOCKEN CREEK","CRS",1977,38,94,70000,129900,22897,4.64174842,14.58876663,1.910172855,113.2517016,1.204805337,43.8413,453.24825,97.64603313,1.41992217,28242991.56,356.6,2.05e+12,3350,0.68,1,2.4,0.3,0,0.5,0,0,55.5,2.1,3.9,0,0,31.7,3.1,0,0.6,94,10,172,529,34,7,11,15,21,17,47,13,21,0,0,0,0,0,0,0.74611,0.74281,6.58,4.53,2.05,22.67,27.66,4.99,67,"Ridge and Valley",1175.45,1253.37,77.91,"PA15","PA",15,"Blue Marsh Reservoir",-76.02872,40.3797,"SAP                4",0,4,3,0,1,4,1,1,5,4,3,2,2,1,3,0,5,1,1,4,1,0,4,3,1,1,3,0,2,0,1,1,5,2,0,5,0,0,2,3,5,0,0,0,0,0,4,0,0,0,5,3,5,5,2,2,4,4,1,3,5,1,4,3,2,3,3,2,5,2,1,3,1,3,1,2,2,3,3,3,0,0,0,0,0,0,0,0,0,0
"866",2983,"PA01127",41.38667,-75.99834,"MILL CREEK","R",1972,43,NA,NA,6500,3940,1.57422854,NA,NA,16.70947321,NA,NA,8.805966,5.593830334,0.359740613,4859911.2,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.23,4.81,-0.58,20.14,25.27,5.12,60,"Northern Allegheny Plateau",1056.7,1156.05,99.35,"PA92","PA",92,"Rose Valley Lake",-75.99834,41.38667,"NAP                1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,3,4,3,2,4,3,2,3,2,2,5,3,4,3,3,3,5,2,3,1,4,4,3,3,3,3,3,0,1,0,0,0,0,0,0,0,0
"867",2984,"PA01132",41.90167,-77.12833,"TIOGA RIVER","CR",1979,36,101,218100,143200,9500,1.9020242,NA,NA,304.6801516,3.016635164,NA,725.1972,381.2765957,5.967559351,11718060,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.82,4.95,-1.12,19.5,24.68,5.18,62,"North Central Appalachians",1143.26,1246.56,103.3,"PA105","PA",105,"Tioga Reservoir",-77.12833,41.90167,"NAP                1",1,1,1,1,1,3,1,1,1,2,1,2,1,2,2,1,4,1,3,4,1,1,2,1,2,5,2,4,2,2,2,1,3,1,1,3,1,1,4,4,3,1,1,1,1,3,1,1,1,3,4,1,2,3,2,2,3,2,3,1,1,3,2,2,2,2,3,2,2,2,3,2,1,2,2,2,3,2,2,2,1,0,0,0,0,0,0,0,0,0
"868",2984,"PA01132",41.90167,-77.12833,"TIOGA RIVER","CR",1979,36,101,218100,143200,9500,1.9020242,NA,NA,304.6801516,3.016635164,NA,725.1972,381.2765957,5.967559351,11718060,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.82,4.95,-1.12,19.5,24.68,5.18,62,"North Central Appalachians",1143.26,1246.56,103.3,"PA41","PA",41,"Hammond Lake",-77.145,41.90167,"NAP                2",2,2,1,1,1,1,2,3,4,2,3.517673921,3.663366636,3.337971616,2.817495434,2.986425527,1,4,3,4,2,2,1,5,2,2,0,1,1,4,4,1,2,4,3,1,4,1,1,3,2,4,1,1,1,1,3,1,1,3,3,3.532834178,2.821813045,4,5,5,4,5,3,3,1,4,3,1,4,4,4,3,4,4,3,3,4,1,4,5,5,5,2,3,3,1,0,0,0,0,0,0,0,0,1.38324642319345
"869",2985,"PA01133",41.90167,-77.145,"CROOKED CREEK","CR",1979,36,84,218100,136000,8850,2.7518648,NA,NA,199.9995409,2.380946915,NA,315.97878,114.8235294,3.25668726,10916298,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.81,4.95,-1.13,19.56,24.73,5.18,60,"Northern Allegheny Plateau",1056.7,1156.05,99.35,"PA105","PA",105,"Tioga Reservoir",-77.12833,41.90167,"NAP                1",1,1,1,1,1,3,1,1,1,2,1,2,1,2,2,1,4,1,3,4,1,1,2,1,2,5,2,4,2,2,2,1,3,1,1,3,1,1,4,4,3,1,1,1,1,3,1,1,1,3,4,1,2,3,2,2,3,2,3,1,1,3,2,2,2,2,3,2,2,2,3,2,1,2,2,2,3,2,2,2,1,0,0,0,0,0,0,0,0,1.38324642319345
"870",2985,"PA01133",41.90167,-77.145,"CROOKED CREEK","CR",1979,36,84,218100,136000,8850,2.7518648,NA,NA,199.9995409,2.380946915,NA,315.97878,114.8235294,3.25668726,10916298,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.81,4.95,-1.13,19.56,24.73,5.18,60,"Northern Allegheny Plateau",1056.7,1156.05,99.35,"PA41","PA",41,"Hammond Lake",-77.145,41.90167,"NAP                2",2,2,1,1,1,1,2,3,4,2,3.517673921,3.663366636,3.337971616,2.817495434,2.986425527,1,4,3,4,2,2,1,5,2,2,0,1,1,4,4,1,2,4,3,1,4,1,1,3,2,4,1,1,1,1,3,1,1,3,3,3.532834178,2.821813045,4,5,5,4,5,3,3,1,4,3,1,4,4,4,3,4,4,3,3,4,1,4,5,5,5,2,3,3,1,0,0,0,0,0,0,0,0,0
"871",2986,"PA01134",41.98167,-77.17167,"COWANESQUE RIVER","CR",1980,35,117,213000,171000,7000,1.6592126,12.1045872,2.650903118,417.0722133,3.564719771,301.574,771.81702,465.1707317,8.746228941,8634360,313.9,2.05e+12,3158,1.23,2,0.6,0,0.2,0.2,0,0.1,50.4,2.5,9.9,0,0,31.7,4.2,0,0.1,54,9,83,380,51,8,7,17,22,20,45,18,25,0,0,0,0,0,0,0.84883,0.83825,4.01,4.97,-0.96,19.76,24.94,5.18,60,"Northern Allegheny Plateau",1056.7,1156.05,99.35,"PA22","PA",22,"Cowanesque Lake",-77.17167,41.98167,"NAP                2",1,1,2,1,2,3,2,1,4,3,3.703605199,3.450830263,3.24409181,2.402225546,2.896967397,1,3,2,5,4,2,0,5,2,1,0,1,1,4,4,2,1,4,3,1,4,2,2,3,2,4,1,1,1,1,3,1,1,3,3,3.679234695,2.629479556,3,5,2,2,5,4,2,1,2,5,1,4,2,3,3,3,4,3,1,3,1,2,4,4,4,3,1,1,0,1,0,0,0,0,0,0,0,0
"872",2990,"PA83011",41.4445,-75.1799,"Wallenpaupack Creek","HR",1926,89,NA,NA,270000,132000,1.178122826,64.78128258,16.83639662,927.4497254,NA,372.74,590.51772,501.2362023,23.08105707,162819360,1185,2.04e+12,4239,1.63,1,7,3.9,0,0.8,0,0.9,54.1,10.1,14.3,0,0,7.2,1.5,0,0.1,118,11,187,497,15,11,18,3,8,7,22,23,51,0,0,0,0,0,0,0.9131,0.93728,3.63,4.83,-1.2,19.4,24.46,5.06,62,"North Central Appalachians",1143.26,1246.56,103.3,"PA123","PA",123,"Lake Wallenpaupack",-75.228596,41.422649,"NAP                2",0,0,3,3,1,5,1,4,2,1,1,5,2,5,5,1,5,2,1,4,4,2,1,1,2,1,2,4,2,2,2,1,3,1,1,4,1,1,2,2,3,2,1,1,1,1,1,1,2,1,2,2,4,4,3,4,1,3,3,1,5,1,1,4,4,4,3,4,3,4,2,3,4,4,4,4,3,3,3,3,0,0,0,1,0,0,0,0,0,4.73867363625684
