,nid_id,lat,lon,river,purpose,yr_comp,res_age,hydr_hght,max_dis,max_stor,norm_stor,surf_area_km2,res_perim_km,sdi,mean_depth,mean_max_depth_ratio,mean_q,drain_area_km2,catch_surf_area_ratio,rel_depth_perc,lake_vol_m3,elev,reach_code,e2rf1,mean_v,strahler,water,wetlands,urb_grass,lo_urb_dev,hi_urb_dev,industry,for_dec,for_ever,for_mixed,shrub,grass,pasture,crops,orchards,barren,tn_bg_kg_km2_yr,tp_bg_kg_km2_yr,tn_bg_kg_km2_yr_atom,tn_kg_km2_yr,tp_kg_km2_yr,tn_point,tp_point,tn_fert,tp_fert,tn_ag_anml,tp_ag_anml,tn_forest,tp_forest,tn_barren,tp_barren,tn_shrub,tp_shrub,tn_grass,tp_grass,tn_frac,tp_frac,WinT_rcp85,WintT_abs,WinT_hist,SumT_hist,SumT_rcp85,SumT_abs,US_L3CODE,US_L3NAME,Histprecip,RCP85precip,ABSprecip
3453,VT00001,43.105,-72.775,WEST,C,1961,54,242,150000,54700,2350,3.237488,NA,NA,68.37484303,0.282540674,NA,445.47828,137.6,1.026485601,2898678,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.06,5.2,-3.14,18.17,23.24,5.07,58,Northeastern Highlands,1194.9,1322.75,127.85
3454,VT00008,44.74681,-72.17601,Barton River-TR,R,1860,155,17,1700,6740,2808,3.14845708,10.20802236,1.62288451,8.663219186,0.509601129,NA,58.48925207,18.57711877,0.131883668,3463611.84,NA,1.11E+12,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.09,5.66,-5.75,17.58,22.74,5.16,58,Northeastern Highlands,1194.9,1322.75,127.85
3455,VT00009,43.74566,-73.22173,Hubbardton River-TR,R,1955,60,16,2150,4500,2700,1.81704014,15.0285028,3.145055741,10.02224871,0.626390544,NA,18.03685353,9.926504053,0.200836904,3330396,NA,2.01E+12,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.77,5.44,-2.67,19.62,24.75,5.13,58,Northeastern Highlands,1194.9,1322.75,127.85
3456,VT00018,42.9726,-72.9492,East Branch Deerfield River,HR,1913,102,NA,27000,57345,35517,6.56805378,33.75806278,3.715814778,35.33263608,NA,146.621,77.6997,11.82994455,0.372407392,43809509.16,NA,1.08E+12,1297,1.14,1,5.7,3,0.7,0.5,0,0.1,66.8,11.3,11.1,0,0,0,0.2,0,0.7,176,9,247,1160,9,0,2,0,1,0,0,34,97,1,0,0,0,0,0,0.72681,0.29309,0.12,5.16,-5.04,15.72,20.78,5.06,58,Northeastern Highlands,1194.9,1322.75,127.85
3457,VT00022,44.8504,-71.9906,Clyde River,H,1922,93,NA,693,3180,3180,2.1448358,6.706136555,1.291725576,5.999986226,NA,18.2808,62.15976,28.98113208,0.110665903,3922466.4,NA,1.11E+12,1595,0.47,1,15.1,3.2,0,0.6,0,0.4,32.6,12.9,23.7,2.3,0,0.5,8,0,0.7,139,9,201,633,30,2,6,6,7,16,41,24,42,1,2,1,2,0,0,0.86615,0.90263,-0.44,5.67,-6.1,17.15,22.3,5.16,58,Northeastern Highlands,1194.9,1322.75,127.85
3458,VT00023,44.86823,-71.97948,Clyde River-TR,H,1928,87,7,85,5200,3500,7.19127022,17.05026487,1.793590178,2.92627353,0.418039076,NA,52.28542313,7.270680923,0.029476283,4317180,NA,1.11E+12,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.44,5.67,-6.11,17.13,22.29,5.16,58,Northeastern Highlands,1194.9,1322.75,127.85
3459,VT00024,44.6256,-72.5317,Green River,HR,1947,68,NA,2535,16900,16900,2.5292875,28.81082776,5.110360392,27.03993792,NA,84.4639,36.25986,14.336,0.459269066,20845812,NA,2.01E+12,2251,0.91,1,5.6,6.1,0,0.5,0,0.1,53.8,5.2,25.2,0.1,0,0.2,2.5,0,0.8,120,8,180,772,11,3,15,2,2,3,11,32,69,1,2,0,0,0,0,0.60046,0.11941,0.63,5.67,-5.04,17.94,23.11,5.17,58,Northeastern Highlands,1194.9,1322.75,127.85
3460,VT00025,42.7924,-72.9134,Deerfield River,HR,1924,91,NA,35200,318000,117300,8.83834224,43.90064521,4.165627072,145.6040613,NA,NA,476.55816,53.91941392,1.322966006,144687204,NA,1.08E+12,1616,1.53,2,1.3,3.8,0.8,1.4,0,1,63.6,13.3,10.2,0.2,0,0.3,3.5,0,0.7,156,10,220,1035,27,2,7,2,6,2,10,32,75,1,1,0,0,0,0,0.85198,0.64036,1.67,5.1,-3.43,17.58,22.6,5.02,58,Northeastern Highlands,1194.9,1322.75,127.85
3461,VT00028,44.934,-73.048,Missisquoi River,HPR,1918,97,NA,63000,3327,3327,1.4366353,NA,NA,9.371809471,NA,NA,2123.7918,1478.309859,0.211208206,4103787.96,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.46,5.78,-3.32,19.98,25.17,5.19,83,Eastern Great Lakes Lowlands,997.79,1102.43,104.64
3462,VT00033,44.6415,-73.1135,Lamoille River,H,1937,78,NA,78500,6000,6000,2.9946764,26.72875797,4.357111958,8.108089494,NA,1365.66,1787.0931,596.7567568,0.12656225,7400880,NA,2.01E+12,4167,1.84,3,1.8,3.4,0.1,1.1,0.1,0.9,38.9,10.5,26.8,0.1,0,3.6,11.8,0,0.9,87,8,130,722,38,6,13,8,9,15,39,23,37,1,2,0,0,0,0,0.74961,0.25991,2.45,5.72,-3.27,19.65,24.84,5.19,83,Eastern Great Lakes Lowlands,997.79,1102.43,104.64
3463,VT00045,44.4822,-73.1148,Winooski River,H,1917,98,NA,150000,1950,1950,1.42449472,NA,NA,5.53976001,NA,NA,2701.35957,1896.363636,0.125377941,2405286,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.74,5.68,-2.94,20.01,25.19,5.18,83,Eastern Great Lakes Lowlands,997.79,1102.43,104.64
3464,VT00046,44.36064,-72.30338,Mollys Brook,HR,1927,88,48,6520,13526,9259,1.66325946,10.59359093,2.317171021,32.90990012,0.685622919,NA,49.20981,29.5863747,0.689298235,11420791.32,NA,2.01E+12,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.29,5.57,-5.27,17.7,22.85,5.16,58,Northeastern Highlands,1194.9,1322.75,127.85
3465,VT00049,44.40835,-72.19504,Joes Brook,HR,1916,99,14,700,2160,1570,1.60255656,12.50341897,2.786230178,5.454532933,0.389609495,42.0819,74.58363123,46.54041212,0.11638888,1936563.6,NA,1.08E+12,1960,0.67,1,2.2,4.7,0,0.3,0,0.3,30.3,22.5,32.1,0.1,0,0.3,6.3,0,0.9,109,7,161,766,11,2,10,3,5,8,23,31,60,1,2,0,0,0,0,0.74923,0.45615,0.21,5.57,-5.36,17.71,22.85,5.15,58,Northeastern Highlands,1194.9,1322.75,127.85
3466,VT00050,44.33673,-72.2649,Sucker Brook,HR,1930,85,22,4200,5096,2390,1.33951066,9.030014209,2.20095031,15.39573505,0.699806139,NA,8.890948752,6.637461269,0.359325422,2948017.2,NA,2.01E+12,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13,5.56,-5.42,17.51,22.66,5.15,58,Northeastern Highlands,1194.9,1322.75,127.85
3467,VT00051,44.30839,-72.13926,Stevens River,R,1970,45,10,1230,2700,1900,1.65516574,8.201469328,1.798315187,6.601451838,0.660145184,42.0819,51.7998,31.29584352,0.138605134,2343612,NA,1.08E+12,1150,0.67,1,2.3,2.7,0.1,0.8,0,0.4,23.5,19.7,31.2,0.1,0,4.3,14,0,1,98,7,151,526,35,4,6,7,10,20,47,22,34,1,2,0,0,0,0,0.84249,0.8149,0.68,5.53,-4.84,18.21,23.35,5.14,58,Northeastern Highlands,1194.9,1322.75,127.85
3468,VT00067,43.8832,-72.24576,Ompompanoosuc River-TR,R,1939,76,12,1250,4800,3900,1.87369618,11.41216645,2.351870489,10.36714683,0.863928902,NA,52.51204725,28.02591793,0.204583341,4810572,NA,1.08E+12,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.65,5.4,-3.76,18.69,23.8,5.11,58,Northeastern Highlands,1194.9,1322.75,127.85
3469,VT00084,44.21143,-72.57969,Stevens Branch-TR,S,1920,95,14,33,2530,2380,1.03599616,8.883236655,2.461994341,9.882789812,0.705913558,25.6787,25.81086909,24.9140625,0.262277532,2935682.4,NA,2.01E+12,2188,0.54,1,3.9,3.8,0.5,0.8,0,3.6,35.4,11.3,27.3,0.1,0,2.4,9.9,0,0.9,94,6,150,657,32,10,24,4,7,8,24,24,43,1,2,0,0,0,0,0.65208,0.24437,1.61,5.54,-3.92,18.47,23.62,5.14,58,Northeastern Highlands,1194.9,1322.75,127.85
3470,VT00088,44.24978,-72.25374,Ricker Pond-TR,R,1968,47,13,1361,5148,3960,1.67540004,10.1349752,2.208809801,12.43475406,0.956519543,NA,48.5623125,28.98550725,0.259500705,4884580.8,NA,1.08E+12,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.58,5.52,-4.94,18.03,23.18,5.15,58,Northeastern Highlands,1194.9,1322.75,127.85
3471,VT00091,43.42207,-73.2063,Mill Brook,R,1900,115,7,500,5800,4100,4.14398464,37.49830168,5.196338347,5.664049497,0.809149928,NA,36.37721245,8.77831875,0.075158581,5057268,NA,2.01E+12,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.52,5.34,-2.82,18.79,23.91,5.12,58,Northeastern Highlands,1194.9,1322.75,127.85
3472,VT00122,44.82369,-72.99522,Dead Creek,RF,1967,48,14,2000,4500,2500,2.02343,10.31970933,2.046530699,8.999979339,0.642855667,NA,25.8999,12.8,0.170906281,3083700,NA,2.01E+12,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.01,5.75,-3.73,19.32,24.49,5.18,58,Northeastern Highlands,1194.9,1322.75,127.85
3473,VT00140,44.12867,-73.32929,Dead Creek,RF,1957,58,11,9000,3700,700,1.78466526,NA,NA,8.390003415,0.762727583,NA,129.4995,72.56235828,0.169646286,863436,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.26,5.56,-2.29,20.52,25.67,5.15,83,Eastern Great Lakes Lowlands,997.79,1102.43,104.64
3474,VT00146,44.96766,-73.2701,Mud Creek,RF,1957,58,9,500,4200,1950,1.28690148,9.203544178,2.288639253,13.20751685,1.467501872,NA,25.8999,20.12578616,0.314491655,2405286,NA,2.01E+12,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.55,5.81,-3.26,20.28,25.48,5.21,83,Eastern Great Lakes Lowlands,997.79,1102.43,104.64
3475,VT00177,43.60506,-73.23328,Castleton River-TR,R,1850,165,11,130,10310,7046,9.5505896,37.49830168,3.422877828,4.368634039,0.397148549,NA,95.82963,10.03389831,0.038184858,8691100.08,NA,2.01E+12,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.26,5.39,-2.14,20.14,25.27,5.13,58,Northeastern Highlands,1194.9,1322.75,127.85
3476,VT00178,43.72301,-72.9229,East Creek,H,1901,114,51,5590,22090,17200,2.80447398,15.58371641,2.625065959,31.8758287,0.625016249,NA,41.19702844,14.68975469,0.514157742,21215856,NA,2.01E+12,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,5.41,-5.31,16.62,21.74,5.12,58,Northeastern Highlands,1194.9,1322.75,127.85
3477,VT00180,44.99223,-71.72011,Averill Creek,HR,1918,97,9,600,7000,4100,3.28605032,9.235602412,1.437219215,8.620669865,0.957852207,NA,31.09202705,9.461824631,0.128458993,5057268,NA,1.11E+12,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.52,5.68,-6.21,17.2,22.36,5.16,58,Northeastern Highlands,1194.9,1322.75,127.85
3478,VT00181,44.96391,-71.70628,Averill Creek,R,1850,165,13,325,3245,2180,1.95463338,5.968716975,1.204323668,6.718411078,0.516800852,NA,11.54973666,5.908902692,0.129805926,2688986.4,NA,1.11E+12,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.7,5.68,-6.38,16.98,22.14,5.16,58,Northeastern Highlands,1194.9,1322.75,127.85
3479,VT00183,44.57718,-72.29822,Greensboro Brook,HR,1929,86,7,41,4300,2300,2.99062954,8.992337029,1.466851528,5.818660526,0.831237218,NA,18.25133578,6.102841678,0.090887114,2837004,NA,2.01E+12,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.01,5.62,-5.63,17.58,22.74,5.16,58,Northeastern Highlands,1194.9,1322.75,127.85
3480,VT00191,43.90976,-73.0876,Leicester River,H,1920,95,8,300,4900,4900,3.9861571,17.1309733,2.420470109,4.974607869,0.621825984,NA,52.88435831,13.26700508,0.067304213,6044052,NA,2.01E+12,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.18,5.47,-3.29,19.03,24.15,5.12,83,Eastern Great Lakes Lowlands,997.79,1102.43,104.64
3481,VT00198,44.95343,-71.84973,Coaticook River,HR,1893,122,13,180,3660,1950,2.35931938,21.20630394,3.894632694,6.277858658,0.482912204,73.1234,45.09009421,19.11148679,0.110402465,2405286,NA,1.11E+12,1596,0.85,1,2.1,3.6,0,0,0,0,47.4,17.1,26,0.6,0,0,1.7,0,1.4,132,9,186,643,20,0,1,1,2,3,9,36,82,2,5,0,1,0,0,0.95223,0.96575,-0.62,5.68,-6.3,17.11,22.27,5.16,58,Northeastern Highlands,1194.9,1322.75,127.85
3482,VT00210,44.98964,-72.84818,Pike River-TR,R,1970,45,9,585,6200,4100,5.5644325,12.92925133,1.54617209,4.509080558,0.501008951,NA,31.20129873,5.607275055,0.051634284,5057268,NA,2.01E+12,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.11,5.78,-3.67,19.31,24.5,5.19,58,Northeastern Highlands,1194.9,1322.75,127.85
3483,VT00246,44.6156,-72.5078,Green River,HR,1947,68,NA,NA,16900,16900,2.5292875,28.81082776,5.110360392,27.03993792,NA,84.4639,36.25986,14.336,0.459269066,20845812,NA,2.01E+12,2251,0.91,1,5.6,6.1,0,0.5,0,0.1,53.8,5.2,25.2,0.1,0,0.2,2.5,0,0.8,120,8,180,772,11,3,15,2,2,3,11,32,69,1,2,0,0,0,0,0.60046,0.11941,0.71,5.66,-4.94,18.1,23.27,5.17,58,Northeastern Highlands,1194.9,1322.75,127.85
3484,VT00341,44.66698,-71.64965,Maidstone Brook,R,1931,84,NA,NA,4500,3200,3.237488,10.39056541,1.629033398,5.624987087,NA,NA,12.94995,4,0.084445799,3947136,NA,1.08E+12,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.63,5.6,-4.97,17.62,22.77,5.15,58,Northeastern Highlands,1194.9,1322.75,127.85
3485,WA00009,48.98667,-117.3464,PEND OREILLE,HR,1967,48,330,360000,95000,95000,6.75016248,NA,NA,56.9543057,0.172588805,NA,65267.748,9669.064748,0.592147707,117180600,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.03,4.75,-1.72,16.74,22.37,5.63,15,Northern Rockies,847.88,923.25,75.37
3486,WA00013,48.7806,-117.4092,PEND OREILLE,H,1955,60,105,350000,60000,60000,11.19766162,NA,NA,21.68408466,0.206515092,NA,64490.751,5759.306108,0.175040291,74008800,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.17,4.75,-1.59,16.61,22.24,5.63,15,Northern Rockies,847.88,923.25,75.37
3487,WA00019,48.42657,-117.3261,Tr-Pend Oreille River,C,1973,42,21,174,1860,1000,4.04686,NA,NA,1.85999573,0.088571225,NA,3.00438581,0.74239936,0.024975458,1233480,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.36,4.73,-0.37,18.16,23.79,5.63,15,Northern Rockies,847.88,923.25,75.37
3488,WA00026,47.7332,-119.4111,Tr-Columbia River,I,1945,70,12,254,1200,586,2.37145996,NA,NA,2.047776869,0.170648072,NA,15.5658399,6.563822526,0.035919918,722819.28,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.55,4.5,0.05,19.86,25.46,5.6,10,Columbia Plateau,344.06,374.21,30.15
3489,WA00036,47.49319,-119.7578,Mccarteney Creek,R,1972,43,55,22400,550,550,2.225773,NA,NA,0.999997704,0.018181776,NA,663.03744,297.8909091,0.018105861,678414,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.6,4.44,1.16,21.12,26.69,5.58,10,Columbia Plateau,344.06,374.21,30.15
3490,WA00086,47.54833,-120.3133,COLUMBIA R,HC,1962,53,112,1200000,390000,382000,39.6996966,NA,NA,39.75526042,0.354957682,NA,227401.122,5728.03262,0.170436109,471189360,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.58,4.34,1.24,20.74,26.26,5.52,10,Columbia Plateau,344.06,374.21,30.15
3491,WA00097,48.89904,-119.5015,Similkameen River,H,1905,110,54,46000,2400,2400,9.712464,NA,NA,0.999997704,0.018518476,NA,9298.0641,957.3333333,0.008667521,2960352,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.38,4.59,-0.21,19,24.62,5.62,77,North Cascades,1889.06,2030.08,141.02
3492,WA00098,47.94833,-119.8783,COLUMBIA R,HFRI,1968,47,144,1180000,5.00E+05,331000,87.412176,NA,NA,23.14809501,0.16075066,NA,220926.147,2527.407407,0.066879019,408281880,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.14,4.5,0.64,20.7,26.28,5.59,10,Columbia Plateau,344.06,374.21,30.15
3493,WA00099,45.59817,-122.4045,Lacamas Creek,SR,1936,79,26,20,6800,6100,1.416401,10.12095201,2.398960762,19.42852683,0.747251032,232.317,167.5723451,118.3085658,0.440968292,7524228,54.6,1.71E+13,52305,1.37,1,1,0.2,0.2,5.2,0,2.3,14.8,35.1,12.6,2.1,1.6,20.3,0.7,1.9,2.1,223,23,247,1114,87,23,33,21,9,21,37,18,17,2,2,1,1,0,1,0.96624,0.97584,10.16,3.75,6.41,19.23,24.15,4.92,3,Willamette Valley,1256.34,1311.48,55.14
3494,WA00129,47.08486,-119.3328,Crab Creek,IR,1930,85,17,500,50000,50000,27.518648,115.1621813,6.192859496,7.352924296,0.432524959,150.686,7977.1692,289.8823529,0.037862314,61674000,318.8,1.70E+13,56633,0.71,6,2.4,0.2,0.1,0.5,0,1.1,0.1,0.1,0,42.8,5.3,3.8,43.4,0.2,0,0,0,1,48,2,13,14,61,40,6,20,0,0,0,0,10,21,1,5,0.11415,0,6.47,4.39,2.08,21.06,26.64,5.58,10,Columbia Plateau,344.06,374.21,30.15
3495,WA00136,46.50316,-122.3929,Sulphur Creek,F,1968,47,20,609,2173,2173,1.09669906,76.38893629,20.57697918,8.018431777,0.400921589,29.3526,3.988584501,3.636900279,0.206826559,2680352.04,NA,1.71E+13,55984,0.57,1,1.9,0.4,0.3,0.3,0,1.2,25,29.1,15.4,2.8,0.4,10.2,0.8,0.2,11.9,386,29,387,536,44,2,2,6,3,19,37,33,31,20,24,2,2,0,0,0.92357,0.77969,8.06,3.91,4.16,16.47,21.43,4.96,4,Cascades,1710.35,1784.28,73.94
3496,WA00139,47.17815,-122.5362,Chambers Creek,RF,1939,76,22,1980,6970,2640,1.28285462,9.641149959,2.401236896,21.98733123,0.999424147,155.34,160.57938,125.1735016,0.524377925,3256387.2,64,1.71E+13,54995,0.89,2,1.9,0.9,3.8,35.6,0,8.6,7.7,18.6,6.3,5.7,2.6,4.3,0.7,1.5,1.7,64,8,73,1919,213,90,93,4,2,2,3,2,2,0,0,0,0,0,0,0.97033,0.97878,9.88,3.98,5.9,17.52,22.5,4.98,2,Puget Lowland,1241.6,1317.57,75.97
3497,WA00142,46.30483,-122.7479,Outlet Creek,CR,1971,44,6,1783,11737,7500,9.307778,34.5445424,3.194120727,5.103031763,0.850505294,NA,101.786605,10.93565196,0.045182043,9251100,NA,1.71E+13,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.05,3.79,5.26,17.03,21.88,4.85,2,Puget Lowland,1241.6,1317.57,75.97
3498,WA00143,47.04315,-122.9096,Deschutes River,R,1951,64,20,NA,4300,3700,1.0926522,10.28275385,2.775002372,15.92588937,0.796294468,NA,479.14815,438.5185185,0.411550682,4563876,NA,1.71E+13,59608,NA,NA,26.4,1.5,0,21.6,0,6.6,10.8,6.7,11.5,3.6,1.3,9.8,0,0.1,0.1,177,16,193,1327,144,74,76,5,3,11,17,4,3,0,0,1,1,0,0,1,1,9.42,3.85,5.56,17.42,22.21,4.8,2,Puget Lowland,1241.6,1317.57,75.97
3499,WA00144,48.00167,-123.5983,Elwha River,ND,1927,88,200,NA,37800,NA,1.7806184,9.134189787,1.930987639,85.90889369,0.429544468,24.7512,634.54755,356.3636364,1.739054935,NA,NA,1.71E+13,56730,0.54,1,0.8,0,0,0,0,0,3.5,88,0.1,2.1,1.6,0,0,0,3.9,606,43,542,5553,114,0,0,0,0,0,0,62,94,10,0,1,2,1,3,0.97471,0.93455,6.26,3.97,2.29,14,18.82,4.81,1,Coast Range,2188.36,2309.88,121.52
3500,WA00145,47.4228,-123.2214,N FK SKOKOMISH RIVER,HR,1926,89,250,-99,482757,453350,17.26795162,41.45996887,2.814514246,113.1370733,0.452548293,154.338,246.04905,14.24888681,0.735436417,559198158,735,1.71E+13,54925,0.89,2,5.5,0.2,0.1,0.1,0,0.1,4.1,76.1,4.5,2.3,2.5,0.3,0,0,4.2,397,33,352,12040,80,0,0,0,0,0,1,63,79,8,12,2,3,1,5,0.95841,0.93695,8.84,3.88,4.96,17.36,22.13,4.77,1,Coast Range,2188.36,2309.88,121.52
3501,WA00151,46.5351,-122.4233,COWLITZ RIVER,HCR,1968,47,528.5,280000,1900000,1700000,45.87009412,76.38893629,3.181709598,167.6259118,0.317172965,29.3526,2698.76958,58.83506561,0.668554691,2096916000,NA,1.71E+13,55984,0.57,1,1.9,0.4,0.3,0.3,0,1.2,25,29.1,15.4,2.8,0.4,10.2,0.8,0.2,11.9,386,29,387,536,44,2,2,6,3,19,37,33,31,20,24,2,2,0,0,0.92357,0.77969,8.74,3.9,4.84,16.98,21.95,4.96,4,Cascades,1710.35,1784.28,73.94
3502,WA00152,46.50333,-122.5901,COWLITZ RIVER,HR,1963,52,230,313000,184194,133718,10.5623046,41.56737467,3.608013412,70.57225178,0.306835877,114.95,3605.26608,341.3333333,0.586563769,164938478.6,NA,1.71E+13,55982,0.76,2,0.6,0.1,0,0.1,0,0.1,22,57.3,17.2,0.6,0.1,0.1,0.1,0,1.8,206,18,219,695,78,1,1,1,1,2,11,67,78,5,8,0,1,0,1,0.97008,0.95024,8.81,3.85,4.96,16.97,21.88,4.91,2,Puget Lowland,1241.6,1317.57,75.97
3503,WA00158,48.75816,-122.4229,Whatcom Creek,SR,1937,78,14,7000,77000,25000,20.2343,49.30038572,3.091726839,15.39996465,1.099997475,33.4266,144.780445,7.155200195,0.092477533,30837000,93.6,1.71E+13,54476,0.61,1,12.5,0,0.1,7.2,0,1.7,20.1,33.2,21.3,1,1.2,0.3,0.1,0,1.4,150,17,176,239,5,54,56,2,2,1,1,22,35,2,3,0,1,0,1,0.33426,0.06846,9.08,4.23,4.86,16.91,22.17,5.26,2,Puget Lowland,1241.6,1317.57,75.97
3504,WA00160,48.87317,-122.6896,Terrell Creek,F,1950,65,7,NA,5600,5600,1.7806184,7.384553745,1.561110765,12.72724351,1.818177644,66.0934,7.381471253,4.145454407,0.257637768,6907488,64.6,1.71E+13,54482,0.82,1,2.4,1.8,0.5,1.8,0,1.8,31.5,1.8,14.8,1.1,1.1,37.7,3.1,0.5,0.2,72,7,91,988,72,6,9,47,17,33,66,6,8,0,0,0,0,0,0,0.96478,0.97479,9.34,4.16,5.17,16.68,21.8,5.12,2,Puget Lowland,1241.6,1317.57,75.97
3505,WA00163,48.51482,-123.0846,Tr-False Bay,I,1963,52,19,117,430,280,1.1331208,NA,NA,1.53571076,0.080826882,NA,22.3257135,19.70285688,0.038970136,345374.4,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.12,4.01,6.11,15.34,20.27,4.93,2,Puget Lowland,1241.6,1317.57,75.97
3506,WA00168,48.715,-121.2233,SKAGIT R,HCR,1961,54,280,145000,9758,8485,1.083749108,NA,NA,36.43755638,0.13013413,NA,3089.85807,2851.082898,0.945465031,10466077.8,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.78,4.42,0.36,14.36,19.85,5.5,77,North Cascades,1889.06,2030.08,141.02
