FID,UID,SITE_ID,VISIT_NO,INDEX_NLA,AGGR_ECO3_,AGGR_ECO9_,AREA_HA,COMID2012,ELEVATION,EPA_REG,LAKE_ORIGI,STATE,WGT_ALL,REF_NLA12_,RT_NLA12,RT_NLA12_B,RT_NLA12_Z,CHLX_RESUL,CHLX_UNITS,INDEX_SITE,INDEX_LAT_,INDEX_LON_,COLOR_RESU,COLOR_UNIT,CHLORIDE_R,CHLORIDE_U,NTL_RESULT,NTL_UNITS,PTL_RESULT,PTL_UNITS,TROPHIC_ST,BENT_COND,MMI_BENT_N,ZOOP_COND,MMI_ZOOP_N,AMITOTAL,HORIZDD,LitCvrQc3O,LitRipCvrQ,RDis_IX,RVegQc3OE,VERTDD,MICX_RESUL,MICX_UNITS,ATRAZINE_R,ATRAZINE_U,TOTALHG_RE,TOTALHG_UN,METHYLMERC,METHYLME_1,NAME
404,6823,NLA12_ID-194,1,Y,WMTNS,XER,163.9336602,23280570,997.16,Region_10,MAN_MADE,ID,5.355105547, ,S,S,S,31.36,ug/L,4.27,43.16623,-115.65191,25,APHA Pt-Co,1.758,mg/L,0.471,mg/L,93,ug/L,MESOTROPHIC,Good,58.3,Poor,50.67,0.5525,97.51,4.125326703,1.244084857,0.47934326,0.199790866,0.75,0,ppb,0,ppb,33.39,ng/g,1.3,ng/g,Snake
405,7590,NLA12_ID-198,1,Y,WMTNS,XER,4.431704145,23145897,1686.92,Region_10,MAN_MADE,ID,12.10496977, ,S,S,S,22.56,ug/L,2.1,44.21431,-111.61628,25,APHA Pt-Co,0.688,mg/L,0.696,mg/L,79,ug/L,EUTROPHIC,Good,69.5,Good,80.78,0.26,0,1.569860126,0.478282784,0.15,0.02800096,0,0,ppb,0,ppb,61.92,ng/g,0.77,ng/g,Snake
406,1000170,NLA12_ID-205,1,Y,WMTNS,WMT,13.58117154,24181213,2008.09,Region_10,NATURAL,ID,4.894451307,R,S,S,S,2.144,ug/L,10,44.97057,-116.00008,20,APHA Pt-Co,0.084,mg/L,0.373,mg/L,75,ug/L,OLIGOTROPHIC,Good,60.7,Good,67.72,0.4325,0,2.768588625,1.45967467,0,1.030769783,0,0,ppb,0,ppb,187.92,ng/g,2.6,ng/g,Snake
407,6970,NLA12_ID-209,1,Y,WMTNS,WMT,12.44278782,24189312,2154.36,Region_10,MAN_MADE,ID,4.894451307, ,S,S,S,0.424,ug/L,4.6,44.7968,-116.73279,10,APHA Pt-Co,0.169,mg/L,0.104,mg/L,41,ug/L,OLIGOTROPHIC,Not Assessed,NA,Good,70.07,0.03,0,1.525874805,1.45540622,0.432142857,1.567189962,0,0.08621,ppb,0,ppb,94.02,ng/g,0.86,ng/g,Snake
408,7412,NLA12_ID-210,1,Y,WMTNS,WMT,27.879266,23491363,2621.58,Region_10,NATURAL,ID,3.290387433,R,R,R,R,0.384,ug/L,14,43.94075,-114.94123,2,APHA Pt-Co,0.181,mg/L,0.051,mg/L,9,ug/L,MESOTROPHIC,Good,67,Good,78.77,0.015,0,0.435983164,0.85240575,0,1.059274116,0,0,ppb,0,ppb,86.42,ng/g,0.53,ng/g,Snake
409,1000137,NLA12_ID-214,1,Y,WMTNS,XER,407.3951506,23192245,1444.65,Region_10,MAN_MADE,ID,5.355105547, ,S,S,S,8.72,ug/L,5.9,42.16378,-113.9376,10,APHA Pt-Co,14.954,mg/L,0.29,mg/L,134,ug/L,OLIGOTROPHIC,Poor,41.4,Fair,55.7,0,48.5,0.386780178,0.113133601,0.376068376,0.001256164,25,0,ppb,0,ppb,39.22,ng/g,0.29,ng/g,Snake
410,7479,NLA12_ID-215,1,Y,WMTNS,WMT,158.2617731,23491335,2133.65,Region_10,NATURAL,ID,5.355105547,R,R,R,R,0.717714286,ug/L,50,43.97952,-114.87971,10,APHA Pt-Co,0.195,mg/L,0.038,mg/L,13,ug/L,MESOTROPHIC,Good,82.2,Good,66.72,0,0,1.095760232,1.123805012,0.22962963,1.18427064,0,0.02994,ppb,0,ppb,140,ng/g,0.24,ng/g,Snake
411,1000126,NLA12_ID-216,1,Y,WMTNS,XER,29.38507822,23326678,1773.61,Region_10,MAN_MADE,ID,3.290387433, ,T,T,T,86.56,ug/L,1.15,42.53204,-116.36713,32,APHA Pt-Co,1.531,mg/L,1.76,mg/L,275,ug/L,MESOTROPHIC,Fair,48,Poor,50,0,105.8,0.103048188,0.059440447,0.2875,0.043018698,2.3,0.03676,ppb,0,ppb,44.74,ng/g,0.24,ng/g,Snake
412,1000159,NLA12_ID-218,1,Y,WMTNS,WMT,10.93755364,23634730,1688.66,Region_10,NATURAL,ID,4.894451307,R,S,S,S,2.04,ug/L,21.3,47.07352,-115.95774,15,APHA Pt-Co,0.127,mg/L,0.109,mg/L,37,ug/L,OLIGOTROPHIC,Poor,26.5,Good,67.1,0,0,3.092715439,1.514083414,0.095454546,0.918039563,0,0,ppb,0,ppb,80.51,ng/g,0.78,ng/g,Snake
413,1000169,NLA12_ID-220,1,Y,WMTNS,WMT,2.71785858,23565331,2362.78,Region_10,NATURAL,ID,45.45833333,R,S,S,S,1.130666667,ug/L,5.85,45.26822,-116.20881,15,APHA Pt-Co,0.092,mg/L,0.139,mg/L,53,ug/L,NA,Good,72.6,Fair,64.18,0,0,1.148709332,1.031737013,0.023809524,1.023842583,0,0.08611,ppb,0,ppb,113.77,ng/g,0.62,ng/g,Snake
414,1000158,NLA12_ID-221,1,Y,WMTNS,WMT,12.2231563,23592504,1944.63,Region_10,NATURAL,ID,4.894451307, ,S,S,S,6.08,ug/L,1,46.63088,-114.38315,48,APHA Pt-Co,0.075,mg/L,0.785,mg/L,47,ug/L,NA,Good,69.2,Poor,54.12,0.17,0,0.368685378,0.528016869,0,0.631491868,0,0.08601,ppb,0,ppb,69.77,ng/g,3.5,ng/g,Snake
415,6617,NLA12_NV-127,1,Y,WMTNS,XER,23.63513802,23326902,2089.15,Region_9,MAN_MADE,NV,2.307668761, ,S,S,S,1.815,ug/L,2.2,41.7588,-115.72411,20,APHA Pt-Co,1.705,mg/L,0.573,mg/L,43,ug/L,EUTROPHIC,Poor,35.6,Good,66.03,0.4075,1.9,0.855135939,0.470712008,0.749564781,0.305806368,0.14,0.05559,ppb,0,ppb,50.19,ng/g,0.73,ng/g,Snake
416,7719,NLA12_OR-105,1,Y,WMTNS,WMT,911.8180094,24215523,1241.7,Region_10,MAN_MADE,OR,16.08017148, ,S,S,S,3.744,ug/L,12.8,44.68011,-118.04742,12,APHA Pt-Co,0.395,mg/L,0.288,mg/L,48,ug/L,MESOTROPHIC,Good,54.8,Good,65.57,0.355,59.19,0.386793975,0.115943504,0.35,0.060600365,23.21,0.05425,ppb,0,ppb,117.87,ng/g,0.79,ng/g,Snake
417,7776,NLA12_OR-112,1,Y,WMTNS,WMT,716.7880851,23422703,1019.15,Region_10,MAN_MADE,OR,16.08017148, ,S,S,S,8.114285714,ug/L,8.6,43.92646,-118.15546,20,APHA Pt-Co,1.033,mg/L,0.348,mg/L,125,ug/L,HYPEREUTROPHIC,Poor,32.9,Fair,60.15,0,93.58,0.228843864,0.058106417,0.479518072,0.022460085,7.955555556,0.084874,ppb,0,ppb,61.59,ng/g,0.68,ng/g,Snake
418,7747,NLA12_OR-154,1,Y,WMTNS,WMT,202.3922687,24157002,1026.83,Region_10,MAN_MADE,OR,17.02350715, ,T,T,T,2.392,ug/L,8.4,44.36245,-117.69376,20,APHA Pt-Co,5.825,mg/L,0.578,mg/L,288,ug/L,HYPEREUTROPHIC,Poor,21.2,Fair,62.42,0.2775,16.6,0.835588729,0.179269542,0.654761905,0.010848614,2.27,0.23525,ppb,0,ppb,46.57,ng/g,0.37,ng/g,Snake
419,7383,NLA12_WY-124,1,Y,WMTNS,WMT,10866.69636,120025217,2065.39,Region_8,NATURAL,WY,23.96943009, ,S,S,S,0.524,ug/L,29.5,43.89121,-110.66432,5,APHA Pt-Co,5.148,mg/L,0.063,mg/L,42,ug/L,EUTROPHIC,Not Assessed,NA,Good,64.48,NA,NA,NA,NA,NA,NA,NA,0.07505,ppb,0,ppb,76.39,ng/g,0.49,ng/g,Snake
420,8631,NLA12_WY-124,2,N,WMTNS,WMT,10866.69636,120025217,2065.39,Region_8,NATURAL,WY,23.96943009, ,S,S,S,0.602666667,ug/L,NA,43.89128,-110.66385,12,APHA Pt-Co,5.558,mg/L,0.091,mg/L,42,ug/L,NA,NA,NA,Good,67.78,NA,NA,NA,NA,NA,NA,NA,0,ppb,0,ppb,NA,NA,NA,NA,Snake
