FID,FID_1,NIDID,Dam_Name,Other_Dam_,GNIS_Name,State,Latitude,Longitude,County,River,Purposes,Year_Compl,Reservoir_,Hydraulic_,NID_Height,Maximum_Di,Maximum_St,Normal_Sto,NID_Storag,NID_Stor_1,Surface_Ar,Surface__1,Surface__2,Surface__3,Surface__4,Drai_ge_Ar,Drai_ge__1,Drai_ge__2,Drai_ge__3,Reservoir1,Reservoi_1,Reservoi_2,Shoreline_,Mean_Depth,I_ex_of_Ba,Developmen,Maximum_De,Mean_Dep_1,Mean_Q,Catchment_,Relative_D,Surface__5,Lake_Volum,Lake_Vol_1,Lake_Vol_2,AreaSqKm,Elevation,ReachCode,E2RF1_,HUC,MEANV,STRAHLER,RR,REACH,NUTCODE,PSEWER,PSEPTIC,POTHER,WATER,WETLA_S,URBGRASS,LURBAN,HURBAN,COMM,FORESTD,FORESTE,FORESTM,SHRUB,GRASS,PASTURE,CROPS,ORCHARDS,BARREN,TNLOADB,TPLOADB,TNYLDB,TPYLDB,TNCONCB,TPCONCB,TNLOADBW,TNYLDBW,TNCONCBW,TNLOAD,TPLOAD,TNYLD,TPYLD,TNCONC,TPCONC,TNPOINT,TPPOINT,TNFERT,TPFERT,T_TMOS,TNFOREST,TPFOREST,TNBARREN,TPBARREN,TNSHRUB,TPSHRUB,TNGRASS,TPGRASS,TNMAN,TPMAN,T_FRAC,TPDFRAC,BASIN NAME
1082,1040,WI00662,PIKE LAKE, ,Pike Lake,WI,43.32113,-88.33461,Washington,TRIB. RUBICON RIVER,R,1957,58,2,12,617,5740,1040,5740,250033826,461.1515247,20087760.42,0.720549257,1866215.659,1.866215659,13,33.66987,8320,362440000,21787.94222,6.64096479,4.126505529,1.371340032,12.44707328,5.176851726,18.67060992,2,6.223536642,.,18.04179224,0.246120016,1.454776838,45302296,1282819.2,1.2828192,1.866,.,7.09E+12,.,.,.,0,.,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Upper Mississippi
1083,1041,WI00665,SPOONER LAKE,YELLOW RIVER DAM,Spooner Lake,WI,45.83721,-91.83671,Washburn,YELLOW,R,1911,104,6,11,598,9480,6200,9480,412947852,1132.831624,49346145.56,1.770049413,4584410.988,4.584410988,20,51.7998,12800,557600000,89927.29495,27.4098395,17.0316901,3.6112671,8.368391235,3.58412123,4.184195618,6,1.394731873,.,11.29911959,0.105574931,0.599459356,270071380,7647576,7.647576,4.584,.,7.03E+12,.,.,.,0,.,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Upper Mississippi
1084,1042,WI00674,MOYLE,"WILDLIFE, INC.",ND,WI,45.60462,-90.21494,Price,SOUTH FORK JUMP,R,1961,54,4,10,90,730,330,730,31798727,311.1991706,13555835.87,0.486248704,1259379.476,1.259379476,35,90.64965,22400,975800000,22049.43174,6.720666794,4.176030075,1.689386228,2.345759221,16.51073139,1.759319416,4,0.586439805,124.135,71.97962628,0.056463231,3.093930539,14374767,407048.4,0.4070484,1.259,.,7.05E+12,18249,7050004,1.07,1,7050004011,18961,8,84,15,1,1.1,25.4,0.2,0.2,0.1,0.7,51.3,1.4,6.4,0,0.2,6,6.8,0,0,9484,851,56,5,0.18,0.02,15066,89,0.29,43422,3102,255,18,0.4,0.03,4,7,5,9,50,33,60,0,0,0,0,0,0,8,24,0.62743,0.36516,Upper Mississippi
1085,1043,WI00676,PRICE,WINTER LAKE,Lake Winter,WI,45.79595,-90.98878,Sawyer,BRUNET,R,1966,49,13,18,3500,7000,5300,7000,304919300,257.0203066,11195804.55,0.401594229,1040125.198,1.040125198,72,186.47928,46080,2007360000,45207.95435,13.77938449,8.562115306,3.811376929,27.2351396,2.107763292,6.285032216,13,2.095010739,140.58,179.2854448,0.721352265,0.159102732,230867470,6537444,6.537444,1.04,.,7.05E+12,18191,7050001,1.12,1,7050001010,18903,8,48,47,5,2,13.5,0.1,0.1,0,0.2,62.3,3.4,6.7,0,0.8,4.8,5.9,0,0.3,15735,1649,49,5,0.15,0.02,26144,81,0.26,94746,3446,293,11,0.76,0.03,2,4,7,9,48,36,66,0,1,0,0,0,2,6,19,0.63377,0.25459,Upper Mississippi
1086,1044,WI00680,FISHTRAP, ,Fishtrap Lake,WI,46.11917,-89.60468,Vilas,MANITOWISH,R,1935,80,7,10,230,2630,2300,2630,114562537,339.3630516,14782654.53,0.530254768,1373354.759,1.373354759,59,152.80941,37760,1644920000,33206.63835,10.12138337,6.289138063,2.436370867,7.749794653,3.567630983,3.321340565,7,1.107113522,.,111.2672692,0.17863207,0.484086296,100187770,2837004,2.837004,1.373,.,7.05E+12,.,.,.,0,.,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Upper Mississippi
1087,1045,WI00681,TURTLE LAKE, ,North Turtle Lake,WI,46.22895,-89.90111,Vilas,TURTLE RIVER,R,1948,67,2,8,610,6130,825,6130,267022187,359.4388356,15657155.68,0.561623181,1454598.646,1.454598646,25,64.74975,16000,697000000,28744.40725,8.761295329,5.444018267,2.049234324,17.0543228,8.609585818,25.5814842,2,8.527161399,.,44.51383217,0.381964932,1.429410995,35936917.5,1017621,1.017621,1.455,.,7.05E+12,.,.,.,0,.,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Upper Mississippi
1088,1046,WI00683,DELAFIELD FISH HATCHERY,LAKE NAGAWICKA,Lake Nagawicka 46,WI,43.06304,-88.40215,Waukesha,BARK,OR,1937,78,7,10,1117,917,6000,6000,261359400,981.3035728,42745583.63,1.533286833,3971198.177,3.971198177,46,119.13954,29440,1282480000,83545.76895,25.46475038,15.82306736,3.604736584,6.114301825,3.44077331,2.620415068,7,0.873471689,.,30.00090983,0.082879419,0.536584592,261359400,7400880,7.40088,3.971,.,7.09E+12,.,.,.,0,.,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Upper Mississippi
1089,1047,WI00684,HANCOCK LAKE, ,Hancock Lake,WI,45.60832,-89.63954,Oneida,LITTLE RICE CREEK,R,1930,85,6,11,500,2600,1500,2600,113255740,258.8340432,11274810.92,0.404428192,1047465.136,1.047465136,22,56.97978,14080,613360000,45005.11868,13.71756017,8.523699447,3.780959076,10.04502344,7.414015724,5.022511721,6,1.674170574,.,54.39779029,0.265119559,0.566130047,65339850,1850220,1.85022,1.047,.,7.07E+12,.,.,.,0,.,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Upper Mississippi
1090,1048,WI00702,BORG,LAKE DELAVAN,Lake Delavan 36,WI,42.61403,-88.62261,Walworth,TR TURTLE CREEK,R,1935,80,7,12,970,21000,12400,21000,914757900,1906.925243,83065663.58,2.979570692,7717059.488,7.717059488,36,93.23964,23040,1003680000,110221.9203,33.5956413,20.87537037,3.411551273,11.01246725,2.196489535,4.719628823,7,1.573209608,.,12.08227752,0.107082699,0.504542844,540142760,15295152,15.295152,7.717,.,7.09E+12,.,.,.,0,.,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Upper Mississippi
1091,1049,WI00704,PEACOCK,FOWLER LAKE,Lac La Belle,WI,43.11724,-88.49899,Waukesha,OCONOMOWOC,R,1938,77,7,11,400,630,550,630,27442737,1154.249224,50279096.19,1.803514412,4671085.014,4.671085014,88,227.91912,56320,2453440000,60205.584,18.350662,11.40257638,2.39517771,0.545808081,27.0493563,0.233917749,7,0.077972583,.,48.79362172,0.006821685,6.885301621,23957945,678414,0.678414,4.671,.,7.09E+12,.,.,.,0,.,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Upper Mississippi
1092,1050,WI00707,LAKE REDSTONE, ,Lake Redstone 30,WI,43.5867,-90.08712,Sauk,BIG CREEK,R,1967,48,37,50,3800,15200,8700,15200,662110480,605.0253772,26354905.43,0.945352152,2448452.998,2.448452998,29.9,77.440701,19136,833612000,91730.54961,27.95947152,17.37321571,5.040550425,25.12285547,2.605419106,2.036988281,37,0.678996094,20.6119,31.62842539,0.433694303,0.228160472,378971130,10731276,10.731276,2.448,.,7.07E+12,18621,7070004,0.49,1,7070004006,19335,7,100,0,0,3.3,1.3,0,0.3,0,0.7,40.5,0.7,0.1,0,0,45.8,7.3,0,0,2057,251,44,5,0.18,0.02,4051,86,0.36,25199,362,536,8,1.41,0.02,3,7,48,29,21,7,11,0,0,0,0,0,0,21,53,0.46473,0.15087,Upper Mississippi
1093,1051,WI00724,CASTLE ROCK, ,Castle Rock Lake,WI,43.86333,-89.95667,ADAMS,WISCONSIN,HCR,1950,65,38,38,225000,175000,136000,175000,7622982500,18000,784080000,28.125,72843480,72.84348,6845,17728.48155,4380800,1.91E+11,645923.0252,196.8773381,122.3339454,6.507216814,9.722199903,1.173612451,0.767542098,38,0.255847366,141.063,243.3777778,0.030770164,0.43422984,5924146400,167753280,167.75328,52.575,.,7.07E+12,20392,7070003,0.84,2,7070003022,21130,7,83,13,4,0.9,3.2,0,0,0,0.3,28.3,5.7,6.3,0,0.4,10.9,40.8,0,3,17559,3076,35,6,0.14,0.02,31672,62,0.24,270776,9291,533,18,2.2,0.08,3,9,60,55,20,8,12,2,4,0,0,0,0,7,19,0.77997,0.5621,Upper Mississippi
1094,1052,WI00727,LOCK & DAM #4,POOL 4,ND,WI,44.325,-91.92333,BUFFALO,MISSISSIPPI,NR,1935,80,27,42,269000,878000,590000,878000,38245592200,38820,1690999200,60.65625,157099105.2,157.0991052,57100,147888.429,36544000,1.59E+12,.,0,0,0,22.6171557,0,2.5130173,27,0.837672433,.,941.3704276,0.048742942,0.215868656,25700341000,727753200,727.7532,.,.,.,.,.,.,0,.,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Upper Mississippi
1095,1053,WI00729,JIM FALLS, ,Old Abe Lake,WI,45.0605,-91.266,CHIPPEWA,CHIPPEWA,HR,1923,92,0,55,330000,11400,11400,11400,496582860,536.9953405,23391517.03,0.83905522,2173144.964,2.173144964,4891,12667.64109,3130240,1.36E+11,53865.48375,16.41819945,10.20179943,3.141782161,21.22918575,1.167585152,#DIV/0!,0,#DIV/0!,.,5829.175346,0.388999991,0.154543853,496582860,14061672,14.061672,2.173,.,7.05E+12,.,.,.,0,.,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Upper Mississippi
1096,1054,WI00730,WISSOTA,PAINT CREEK,Lake Wissota,WI,44.9379,-91.3403,CHIPPEWA,CHIPPEWA,HRC,1917,98,0,68,272000,56000,56000,56000,2439354400,4815.195668,209749923.3,7.523743231,19486422.74,19.48642274,5528,14317.46472,3537920,1.54E+11,174690.9129,53.24579025,33.08541076,3.402625154,11.62982261,0.770841589,#DIV/0!,0,#DIV/0!,5089.47,734.7406511,0.071165193,0.282105778,2439354400,69074880,69.07488,19.486,.,7.05E+12,18281,7050005,2.35,4,7050005021,18994,7,75,23,2,4.3,19.7,0.1,0.1,0,0.2,43.4,4.8,9.8,0,0.4,9.6,7.4,0,0.2,419755,48150,30,3,0.1,0.01,713117,51,0.17,4058116,213275,292,15,0.91,0.05,3,6,16,15,40,24,34,0,0,0,0,0,1,16,45,0.80558,0.54427,Upper Mississippi
1097,1055,WI00732,HOLCOMBE, ,Holcombe Flowage,WI,45.2244,-91.1278,CHIPPEWA,CHIPPEWA,HR,1950,65,0,60,290000,46000,46000,46000,2003755400,1563.823752,68120162.65,2.443474613,6328575.79,6.32857579,4680,12121.1532,2995200,1.3E+11,188059.9811,57.32068225,35.61743206,6.427665227,29.41501198,1.010232665,#DIV/0!,0,#DIV/0!,4483.29,1915.305351,0.315846915,0.111536251,2003755400,56740080,56.74008,6.329,.,7.05E+12,18182,7050001,2.25,4,7050001001,18894,8,73,25,2,4.6,22,0.1,0.1,0,0.2,45.8,4.9,9.5,0,0.5,6.3,5.9,0,0.2,372168,41052,32,4,0.1,0.01,618340,53,0.17,3027019,167691,261,14,0.77,0.04,3,5,10,11,46,29,47,0,1,0,0,0,1,12,35,0.76697,0.42176,Upper Mississippi
1098,1056,WI00733,LOCK & DAM #9,LOCK & DAM 9 (WINTHROP ROCKFELLER),ND,WI,43.21167,-91.095,CRAWFORD,MISSISSIPPI RIVER,NR,1937,78,32,46,278000,470000,197000,470000,20473153000,29125,1268685000,45.5078125,117864797.5,117.8647975,66610,172519.2339,42630400,1.86E+12,.,0,0,0,16.13730201,0,1.512872063,32,0.504290688,.,1463.704721,0.040151287,0.485049182,8581300300,242995560,242.99556,.,.,.,.,.,.,0,.,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Upper Mississippi
1099,1057,WI00734,CEDAR FALLS,TAINTER LAKE,ND,WI,44.9358,-91.8889,DUNN,RED CEDAR,HR,1910,105,52,63,47000,23000,23000,23000,1001877700,1387.579772,60442974.87,2.168093394,5615341.076,5.615341076,1692,4382.26308,1082880,47172960000,99313.52773,30.27076325,18.80938627,3.603547013,16.57558554,1.066997553,0.956283781,52,0.31876126,801.307,780.4091857,0.188947614,0.197932082,1001877700,28370040,28.37004,5.615,.,7.05E+12,20542,7050007,1.86,2,7050007013,21286,7,70,28,1,3.8,2.4,0.2,0.3,0.1,0.5,38.1,1.4,3.2,0,0.2,23.4,26.4,0,0,89080,15315,29,5,0.12,0.02,169337,56,0.22,1721116,111765,569,37,2.47,0.17,5,8,36,20,20,7,7,0,0,0,0,0,0,31,66,0.76576,0.39282,Upper Mississippi
1100,1058,WI00735,MENOMONIE, ,Lake Menomin,WI,44.88382,-91.92956,Dunn,RED CEDAR,HR,1957,58,32,42,83250,20500,15900,20500,892977950,1008.891214,43947301.29,1.576392522,4082841.5,4.0828415,1761,4560.97239,1127040,49096680000,47910.32243,14.60306628,9.073927607,2.038720487,20.31928978,0.744585921,1.904933417,32,0.634977806,1186.77,1117.107557,0.271636338,0.208177258,692602410,19612332,19.612332,4.083,.,7.05E+12,20544,7050007,1.74,3,7050007007,21282,7,70,29,2,2.9,2.1,0.2,0.2,0.1,0.4,33.3,1.3,2.8,0,0.2,25.5,31,0,0,117812,20506,27,5,0.11,0.02,228810,53,0.22,2675645,144198,615,33,2.59,0.15,4,7,39,21,19,6,6,0,0,0,0,0,0,31,66,0.78071,0.43193,Upper Mississippi
1101,1059,WI00741,RICE,LAKE NOKOMIS,ND,WI,45.53833,-89.74667,LINCOLN,TOMAHAWK,HCR,1912,103,0,19,12726,44123,0,44123,1921993468,4111,179075160,6.4234375,16636641.46,16.63664146,544,1408.95456,348160,15166720000,.,0,0,0,10.73288706,#DIV/0!,#DIV/0!,0,#DIV/0!,.,84.68985648,0.071079495,#DIV/0!,0,0,0,.,.,.,.,.,.,0,.,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Upper Mississippi
1102,1060,WI00744,KINGS, ,ND,WI,45.48167,-89.68,LINCOLN,WISCONSIN,HR,1910,105,0,29,20400,18200,18200,18200,792790180,923.2128153,40215150.24,1.442520024,3736113.014,3.736113014,1320,3418.7868,844800,36801600000,98800.14994,30.1142857,18.7121556,4.394985587,19.71371922,1.341433248,#DIV/0!,0,#DIV/0!,1122.16,915.0652872,0.275498455,0.16642421,792790180,22449336,22.449336,3.736,.,7.07E+12,20525,7070001,1.71,3,7070001010,21263,8,72,26,2,10.4,25.5,0.2,0.1,0.1,0.3,32.9,10.9,13.1,0,0.2,2.6,3.5,0,0.3,157221,16414,49,5,0.15,0.02,240201,75,0.23,591611,15095,185,5,0.59,0.02,12,35,4,9,50,31,48,1,1,0,0,0,0,2,7,0.62944,0.2065,Upper Mississippi
1103,1061,WI00745,JERSEY, ,ND,WI,45.49166,-89.75,LINCOLN,TOMAHAWK,H,1929,86,14.5,34,24000,1794,1594,1794,78146460.6,711,30971160,1.1109375,2877317.46,2.87731746,557,1442.62443,356480,15529160000,.,0,0,0,2.523200959,0,0.522041578,14.5,0.174013859,.,501.3783404,0.040180798,1.463414493,69434480.6,1966167.12,1.96616712,.,.,.,.,.,.,0,.,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Upper Mississippi
1104,1062,WI00746,TOMAHAWK,PRIDE S DAM,ND,WI,45.44167,-89.73,LINCOLN,WISCONSIN,HR,1938,77,27,27,54000,15180,15180,15180,661239282,2773,120791880,4.3328125,11221942.78,11.22194278,2028,5252.49972,1297920,56540640000,.,0,0,0,5.474203084,0,0.608244787,27,0.202748262,.,468.0562568,0.04414154,0.599327446,661239282,18724226.4,18.7242264,.,.,.,.,.,.,0,.,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Upper Mississippi
1105,1063,WI00747,GRANDMOTHER, ,ND,WI,45.36666,-89.72833,LINCOLN,WISCONSIN,H,1923,92,19,39,44000,1940,1940,1940,84506206,2253,98140680,3.5203125,9117575.58,9.11757558,2269,5876.68731,1452160,63259720000,.,0,0,0,0.861072147,0,0.13595876,19,0.045319587,.,644.545051,0.00770301,3.810180325,84506206,2392951.2,2.3929512,.,.,.,.,.,.,0,.,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Upper Mississippi
1106,1064,WI00748,ALEXANDER, ,Alexander Lake,WI,45.18833,-89.755,LINCOLN,WISCONSIN,HR,1913,102,23,40,82000,6600,5200,6600,287495340,810,35283600,1.265625,3277956.6,3.2779566,2520,6526.7748,1612800,70257600000,62090.59669,18.92521387,11.75958647,2.948723749,8.148129443,2.950566045,1.062799493,23,0.354266498,2404.49,1991.111111,0.121567343,0.51105512,226511480,6414096,6.414096,2.504,.,7.07E+12,18552,7070002,2.27,3,7070002046,19266,7,70,28,2,8.9,23.2,0.2,0.1,0.1,0.3,40.1,9,11.8,0,0.2,2.8,3.1,0,0.3,292713,30778,45,5,0.14,0.01,453095,69,0.22,1245838,38543,190,6,0.58,0.02,9,20,4,8,50,33,58,1,1,0,0,0,0,4,13,0.67597,0.2698,Upper Mississippi
1107,1065,WI00749,SPIRIT, ,ND,WI,45.43833,-89.74333,LINCOLN,SPIRIT,HC,1922,93,0,26,10270,15427,0,15427,671998577.3,1198.883329,52223357.8,1.873255201,4851712.988,4.851712988,158,409.21842,101120,4405040000,152683.1199,46.53781494,28.91726681,5.960097011,12.86777805,#DIV/0!,#DIV/0!,0,#DIV/0!,204.226,84.34515484,0.157803494,#DIV/0!,0,0,0,4.852,.,7.07E+12,18523,7070001,1.02,2,7070001059,19237,8,24,71,5,3.4,16.5,0,0,0,0.2,54.7,4.8,10.2,0,0.2,6.3,3.8,0,0,14732,1330,46,4,0.15,0.01,23498,73,0.24,75462,2379,234,7,0.42,0.01,2,5,4,7,49,38,68,0,0,0,0,0,0,6,19,0.56853,0.12451,Upper Mississippi
1108,1066,WI00750,MOSINEE, ,Mosinee Flowage,WI,44.79,-89.69666,MARATHON,WISCONSIN,HR,1910,105,22,22,0,8170,8170,8170,355884383,1500,65340000,2.34375,6070290,6.07029,4126,10686.29874,2640640,1.15E+11,223882.942,68.23952073,42.40208592,7.813149591,5.446654163,6.771451923,0.742725568,22,0.247575189,3622.12,1760.426667,0.059715309,0.602358816,355884383,10077531.6,10.0775316,3.786,.,7.07E+12,18526,7070002,2.08,4,7070002020,19240,7,70,29,1,5.9,17.8,0.2,0.3,0.2,0.5,37.8,7,10.7,0,0.2,9.9,9.2,0,0.2,406379,51195,38,5,0.12,0.02,642852,60,0.19,3559109,198421,330,18,1.12,0.07,11,18,23,23,32,19,22,0,0,0,0,0,0,15,37,0.70297,0.30114,Upper Mississippi
1109,1067,WI00751,ROTHSCHILD, ,Eau Claire Flowage,WI,44.89333,-89.62666,MARATHON,WISCONSIN,HRFS,1911,104,27,27,84000,19000,13900,19000,827638100,2540,110642400,3.96875,10279024.4,10.2790244,4016,10401.39984,2570240,1.12E+11,152989.7994,46.63129087,28.97535008,4.102951475,7.480297788,2.719759645,0.831144199,27,0.277048066,3484.32,1011.905512,0.063023649,0.599521807,605482610,17145372,17.145372,5.76,.,7.07E+12,18529,7070002,2.05,4,7070002023,19243,7,70,29,1,5.9,18.1,0.2,0.3,0.2,0.5,37.7,7.1,10.8,0,0.2,9.8,9,0,0.2,403656,50503,38,5,0.12,0.02,637392,60,0.2,3457961,198227,327,19,1.13,0.07,11,18,23,23,32,19,22,0,0,0,0,0,0,15,37,0.69409,0.28367,Upper Mississippi
1110,1068,WI00752,WAUSAU, ,ND,WI,44.95667,-89.635,MARATHON,WISCONSIN,HR,1930,85,27.5,35.3,102000,2800,2800,2800,121967720,304,13242240,0.475,1230245.44,1.23024544,3092,8008.24908,1978880,86204960000,.,0,0,0,9.210505171,0,1.004782382,27.5,0.334927461,.,6509.473684,0.224309761,0.35620632,121967720,3453744,3.453744,.,.,.,.,.,.,0,.,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Upper Mississippi
1111,1069,WI00753,BIG EAU PLEINE,EAU PLEINE,Big Eau Pleine Reservoir,WI,44.73082,-89.75941,Marathon,BIG EAU PLEINE,OHR,1936,79,30,42,23239,137000,102300,137000,5967706300,6424.11211,279834323.5,10.03767517,25997482.33,25.99748233,365,945.34635,233600,10176200000,375761.3525,114.5320602,71.1669456,6.336600369,21.32585533,0.907651913,2.132585533,30,0.710861844,283.744,36.36300177,0.11297996,0.206026719,4456177770,126185004,126.185004,25.998,.,7.07E+12,20401,7070002,1.19,2,7070002074,21148,7,47,49,4,1.1,1.5,0.2,0.3,0.1,0.5,16.7,0.8,2.5,0,0.5,39.3,36.5,0,0,28962,4836,35,6,0.13,0.02,49662,61,0.23,684781,80344,838,98,2.79,0.34,4,4,46,30,15,3,4,0,0,0,0,0,0,32,62,0.56181,0.10644,Upper Mississippi
1112,1070,WI00764,BURNT ROLLWAYS,LONG LAKE,ND,WI,45.895,-89.14167,ONEIDA,EAGLE,HC,1907,108,0,16,1631,103879,0,103879,4524958852,7626,332188560,11.915625,30861354.36,30.86135436,142,367.77858,90880,3958960000,.,0,0,0,13.62165769,#DIV/0!,#DIV/0!,0,#DIV/0!,.,11.91712562,0.066234319,#DIV/0!,0,0,0,.,.,.,.,.,.,0,.,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Upper Mississippi
1113,1071,WI00765,SEVEN MILE, ,Sevenmile Lake,WI,45.875,-89.02834,ONEIDA,SEVEN MILE CR,HC,1908,107,0,9.7,438,9573,0,9573,416998922.7,518,22564080,0.809375,2096273.48,2.09627348,12.1,31.338879,7744,337348000,32868.2027,10.01822818,6.225040383,1.95191922,18.48065255,#DIV/0!,#DIV/0!,0,#DIV/0!,.,14.94980695,0.344789423,#DIV/0!,0,0,0,2.098,.,7.07E+12,.,.,.,0,.,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Upper Mississippi
1114,1072,WI00766,SUGAR CAMP, ,ND,WI,45.87167,-89.395,ONEIDA,SUGAR CAMP CR,HC,1908,107,6.1,9.5,398,24793,0,24793,1079980601,1831,79758360,2.8609375,7409800.66,7.40980066,48.4,125.355516,30976,1349392000,53722.39941,16.37458734,10.17470011,1.69692244,13.54065706,#DIV/0!,6.659339539,6.1,2.219779846,.,16.9175314,0.13436838,#DIV/0!,0,0,0,3.514,.,7.07E+12,.,.,.,0,.,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Upper Mississippi
1115,1073,WI00767,MINOCQUA, ,Minocqua Lake,WI,45.87667,-89.72833,ONEIDA,TOMAHAWK,HC,1909,106,4.4,9,478,166276,0,166276,7242965932,6069,264365640,9.4828125,24560393.34,24.56039334,72.5,187.774275,46400,2021300000,110795.4063,33.77043983,20.98398517,1.922268057,27.39753144,#DIV/0!,18.68013507,4.4,6.22671169,.,7.645411106,0.149332515,#DIV/0!,0,0,0,5.425,.,7.07E+12,.,.,.,0,.,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Upper Mississippi
1116,1074,WI00770,HAT RAPIDS, ,ND,WI,45.57167,-89.48,ONEIDA,WISCONSIN,HR,1923,92,22,22,16200,4750,4750,4750,206909525,650,28314000,1.015625,2630459,2.630459,1143,2960.35857,731520,31866840000,.,0,0,0,7.307675532,0,0.996501209,22,0.33216707,.,1125.415385,0.121709391,0.448958104,206909525,5859030,5.85903,.,.,.,.,.,.,0,.,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Upper Mississippi
